cmd,cli,file,nodes,yang_path,action,phase,pr
no_bgp_default_show_nexthop_hostname_cmd,no bgp default show-nexthop-hostname,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_default_subgroup_pkt_queue_max_cmd,no bgp default subgroup-pkt-queue-max [(20-100)],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_deterministic_med_cmd,no bgp deterministic-med,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_disable_connected_route_check_cmd,no bgp disable-ebgp-connected-route-check,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_distance_cmd,no distance bgp [(1-255) (1-255) (1-255)],bgpd/bgp_route.c,BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_NODE,PARTIAL,fix,4-network-vpn,
no_bgp_distance_source_access_list_cmd,no distance (1-255) A.B.C.D/M WORD,bgpd/bgp_route.c,BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_NODE,PARTIAL,fix,4-network-vpn,
no_bgp_distance_source_cmd,no distance (1-255) A.B.C.D/M,bgpd/bgp_route.c,BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_NODE,PARTIAL,fix,4-network-vpn,
no_bgp_ebgp_requires_policy_cmd,no bgp ebgp-requires-policy,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,5-evpn,
no_bgp_evpn_advertise_all_vni_cmd,no advertise-all-vni,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_bgp_evpn_advertise_autort_rfc8365_cmd,no autort rfc8365-compatible,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_bgp_evpn_advertise_default_gw_cmd,no advertise-default-gw,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_bgp_evpn_advertise_default_gw_vni_cmd,no advertise-default-gw,bgpd/bgp_evpn_vty.c,BGP_EVPN_VNI_NODE,MISSING,add,5-evpn,
no_bgp_evpn_advertise_type5_cmd,no advertise,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_bgp_evpn_advertise_vni_subnet_cmd,no advertise-subnet,bgpd/bgp_evpn_vty.c,BGP_EVPN_VNI_NODE,MISSING,add,5-evpn,
no_bgp_evpn_default_originate_cmd,no default-originate <ipv4 | ipv6>,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_bgp_evpn_ead_es_rt_cmd,no ead-es-route-target export RT,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_bgp_evpn_vni_cmd,"CMD_VNI_RANGE,        NO_STR",bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_bgp_evpn_vni_rd_cmd,no rd ASN:NN_OR_IP-ADDRESS:NN,bgpd/bgp_evpn_vty.c,BGP_EVPN_VNI_NODE,MISSING,add,5-evpn,
no_bgp_evpn_vni_rd_without_val_cmd,This command is only supported under EVPN VRF\n,bgpd/bgp_evpn_vty.c,BGP_EVPN_VNI_NODE,MISSING,add,5-evpn,
no_bgp_evpn_vni_rt_cmd,no route-target <both|import|export> RT,bgpd/bgp_evpn_vty.c,BGP_EVPN_VNI_NODE,MISSING,add,5-evpn,
no_bgp_evpn_vni_rt_without_val_cmd,no route-target <import|export>,bgpd/bgp_evpn_vty.c,BGP_EVPN_VNI_NODE,MISSING,add,5-evpn,
no_bgp_evpn_vrf_rd_cmd,no rd ASN:NN_OR_IP-ADDRESS:NN,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_bgp_evpn_vrf_rd_without_val_cmd,%% RD is not configured for this VRF\n,bgpd/bgp_evpn_vty.c,BGP_NODE,MISSING,add,5-evpn,
no_bgp_evpn_vrf_rt_auto_cmd,no route-target <both|import|export>$type auto,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_bgp_evpn_vrf_rt_cmd,no route-target <both|import|export> RTLIST...,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_bgp_extcommunity_list_expanded_all_cmd,no bgp extcommunity-list <(100-500)|expanded EXTCOMMUNITY_LIST_NAME> [seq (0-4294967295)] <deny|permit> LINE...,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_extcommunity_list_expanded_all_list_cmd,no bgp extcommunity-list <(100-500)|expanded EXTCOMMUNITY_LIST_NAME>,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_extcommunity_list_standard_all_cmd,no bgp extcommunity-list <(1-99)|standard EXTCOMMUNITY_LIST_NAME> [seq (0-4294967295)] <deny|permit> AA:NN...,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_extcommunity_list_standard_all_list_cmd,no bgp extcommunity-list <(1-99)|standard EXTCOMMUNITY_LIST_NAME>,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_fast_convergence_cmd,no bgp fast-convergence,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_fast_external_failover_cmd,no bgp fast-external-failover,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_global_advertisement_delay_cmd,no bgp advertisement-delay [(1-3600)],bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,1-globals,
no_bgp_global_update_delay_cmd,no bgp update-delay [(0-3600) [(1-3600)]],bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,1-globals,
no_bgp_graceful_restart_cmd,no bgp graceful-restart,bgpd/bgp_vty.c,BGP_NODE;CONFIG_NODE,PARTIAL,fix,1-globals,
no_bgp_graceful_restart_disable_cmd,no bgp graceful-restart-disable,bgpd/bgp_vty.c,BGP_NODE;CONFIG_NODE,PARTIAL,fix,1-globals,
no_bgp_graceful_restart_disable_eor_cmd,no bgp graceful-restart disable-eor,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_graceful_restart_preserve_fw_cmd,no bgp graceful-restart preserve-fw-state,bgpd/bgp_vty.c,BGP_NODE;CONFIG_NODE,PARTIAL,fix,1-globals,
no_bgp_graceful_restart_restart_time_cmd,no bgp graceful-restart restart-time [(0-4095)],bgpd/bgp_vty.c,BGP_NODE;CONFIG_NODE,PARTIAL,fix,1-globals,
no_bgp_graceful_restart_rib_stale_time_cmd,no bgp graceful-restart rib-stale-time [(1-3600)],bgpd/bgp_vty.c,BGP_NODE;CONFIG_NODE,PARTIAL,fix,1-globals,
no_bgp_graceful_restart_select_defer_time_cmd,no bgp graceful-restart select-defer-time [(0-3600)],bgpd/bgp_vty.c,BGP_NODE;CONFIG_NODE,PARTIAL,fix,1-globals,
no_bgp_graceful_restart_stalepath_time_cmd,no bgp graceful-restart stalepath-time [(1-4095)],bgpd/bgp_vty.c,BGP_NODE;CONFIG_NODE,PARTIAL,fix,1-globals,
no_bgp_graceful_shutdown_cmd,no bgp graceful-shutdown,bgpd/bgp_vty.c,BGP_NODE;CONFIG_NODE,PARTIAL,fix,1-globals,
no_bgp_inq_limit_cmd,no bgp input-queue-limit [(1-4294967295)$limit],bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,1-globals,
no_bgp_lcommunity_list_all_cmd,no bgp large-community-list <(1-99)|(100-500)|LCOMMUNITY_LIST_NAME>,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_lcommunity_list_expanded_cmd,no bgp large-community-list (100-500) [seq (0-4294967295)] <deny|permit> LINE...,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_lcommunity_list_name_expanded_all_cmd,no bgp large-community-list expanded LCOMMUNITY_LIST_NAME,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_lcommunity_list_name_expanded_cmd,no bgp large-community-list expanded LCOMMUNITY_LIST_NAME [seq (0-4294967295)] <deny|permit> LINE...,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_lcommunity_list_name_standard_all_cmd,no bgp large-community-list standard LCOMMUNITY_LIST_NAME,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_lcommunity_list_name_standard_cmd,no bgp large-community-list standard LCOMMUNITY_LIST_NAME [seq (0-4294967295)] <deny|permit> AA:AA:NN...,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_lcommunity_list_standard_cmd,no bgp large-community-list (1-99) [seq (0-4294967295)] <deny|permit> AA:AA:NN...,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,8-filter-rmap,
no_bgp_listen_limit_cmd,no bgp listen limit [(1-65535)],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_bgp_listen_range_cmd,no bgp listen range <A.B.C.D/M|X:X::X:X/M> peer-group PGNAME,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_bgp_llgr_stalepath_time_cmd,no bgp long-lived-graceful-restart stale-time [(1-16777215)],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_local_mac_cmd,no bgp local-mac vni,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,1-globals,
no_bgp_log_neighbor_changes_cmd,no bgp log-neighbor-changes,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,5-evpn,
no_bgp_ls_distribute_bgp_fabric_cmd,no distribute bgp-fabric-link-state [instance-id WORD$instance_id_str],bgpd/bgp_vty.c,BGP_LS_NODE,MISSING,add,1-globals,
no_bgp_maxmed_admin_cmd,no bgp max-med administrative [(0-4294967295)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_maxmed_onstartup_cmd,no bgp max-med on-startup [(5-86400) [(0-4294967295)]],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_maxpaths_cmd,no maximum-paths [,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6_NODE,MISSING,add,1-globals,
no_bgp_maxpaths_hidden_cmd,no maximum-paths [,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_maxpaths_ibgp_cmd,no maximum-paths ibgp [,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6_NODE,MISSING,add,1-globals,
no_bgp_maxpaths_ibgp_hidden_cmd,no maximum-paths ibgp [,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_minimum_holdtime_cmd,no bgp minimum-holdtime [(1-65535)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_neighbor_graceful_restart_disable_set_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> graceful-restart-disable,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,8-filter-rmap,
no_bgp_neighbor_graceful_restart_helper_set_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> graceful-restart-helper,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,8-filter-rmap,
no_bgp_neighbor_graceful_restart_set_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> graceful-restart,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,8-filter-rmap,
no_bgp_network_import_check_cmd,no bgp network import-check,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,4-network-vpn,
no_bgp_norib_cmd,no bgp no-rib,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,1-globals,
no_bgp_outq_limit_cmd,no bgp output-queue-limit [(1-4294967295)$limit],bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,1-globals,
no_bgp_redistribute_ipv4_cmd,no redistribute,bgpd/bgp_vty.c,BGP_IPV4_NODE,PARTIAL,fix,4-network-vpn,
no_bgp_redistribute_ipv4_hidden_cmd,no redistribute,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,4-network-vpn,
no_bgp_redistribute_ipv4_ospf_cmd,no redistribute <ospf|table|table-direct> (1-65535) [{metric (0-4294967295)|route-map RMAP_NAME}],bgpd/bgp_vty.c,BGP_IPV4_NODE,PARTIAL,fix,4-network-vpn,
no_bgp_redistribute_ipv4_ospf_hidden_cmd,no redistribute <ospf|table|table-direct> (1-65535) [{metric (0-4294967295)|route-map RMAP_NAME}],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,4-network-vpn,
no_bgp_redistribute_ipv6_cmd,no redistribute,bgpd/bgp_vty.c,BGP_IPV6_NODE,PARTIAL,fix,4-network-vpn,
no_bgp_redistribute_ipv6_table_cmd,no redistribute table-direct (1-65535)$table_id [{metric (0-4294967295)|route-map WORD}],bgpd/bgp_vty.c,BGP_IPV6_NODE,PARTIAL,fix,4-network-vpn,
no_bgp_reject_as_sets_cmd,no bgp reject-as-sets,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_router_id_cmd,no bgp router-id [A.B.C.D],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_rr_allow_outbound_policy_cmd,no bgp route-reflector allow-outbound-policy,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_segment_routing_srv6_cmd,no segment-routing srv6,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,6-srv6-ls-upa-fs,
no_bgp_send_extra_data_cmd,[no] bgp send-extra-data zebra,bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,1-globals,
no_bgp_session_dscp_cmd,no bgp session-dscp [(0-63)],bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,1-globals,
no_bgp_set_route_map_delay_timer_cmd,no bgp route-map delay-timer [(0-600)],bgpd/bgp_vty.c,BGP_NODE;CONFIG_NODE,PARTIAL,fix,8-filter-rmap,
no_bgp_shutdown_cmd,no bgp shutdown,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_shutdown_msg_cmd,no bgp shutdown message MSG...,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_sid_vpn_export_cmd,no$no sid vpn per-vrf export,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bgp_srv6_locator_cmd,no locator NAME$name,bgpd/bgp_vty.c,BGP_SRV6_NODE,MISSING,add,6-srv6-ls-upa-fs,
no_bgp_suppress_duplicates_cmd,no bgp suppress-duplicates,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,5-evpn,
no_bgp_table_map_cmd,no table-map WORD,bgpd/bgp_route.c,BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6_NODE;BGP_NODE,MISSING,add,4-network-vpn,
no_bgp_tcp_keepalive_cmd,no bgp tcp-keepalive [(1-65535) (1-65535) (1-30)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_timers_cmd,no timers bgp [(0-65535) (0-65535)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,1-globals,
no_bgp_update_delay_cmd,no update-delay [(0-3600) [(1-3600)]],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,1-globals,
no_bmp_listener_cmd,no bmp listener <X:X::X:X|A.B.C.D> port (1-65535),bgpd/bgp_bmp.c,BMP_NODE,PARTIAL,fix,7-bmp-rpki,
no_bmp_mirror_limit_cmd,no bmp mirror buffer-limit [(0-4294967294)],bgpd/bgp_bmp.c,BGP_NODE,PARTIAL,fix,7-bmp-rpki,
no_bmp_targets_cmd,no bmp targets BMPTARGETS,bgpd/bgp_bmp.c,BGP_NODE,PARTIAL,fix,7-bmp-rpki,
no_dump_bgp_all_cmd,no dump bgp <all|all-et|updates|updates-et|routes-mrt> [PATH [INTERVAL]],bgpd/bgp_dump.c,CONFIG_NODE,MISSING,add,1-globals,
no_dup_addr_detection_cmd,no dup-addr-detection [max-moves (2-1000)$max_moves_val time (2-1800)$time_val | freeze <permanent$permanent_val | (30-3,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_evpnrt5_network_cmd,no network <A.B.C.D/M|X:X::X:X/M> rd ASN:NN_OR_IP-ADDRESS:NN ethtag WORD label WORD esi WORD gwip <A.B.C.D|X:X::X:X>,bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,PARTIAL,fix,5-evpn,
no_ipv6_bgp_distance_source_access_list_cmd,no distance (1-255) X:X::X:X/M WORD,bgpd/bgp_route.c,BGP_IPV6M_NODE;BGP_IPV6_NODE,PARTIAL,fix,4-network-vpn,
no_ipv6_bgp_distance_source_cmd,no distance (1-255) X:X::X:X/M,bgpd/bgp_route.c,BGP_IPV6M_NODE;BGP_IPV6_NODE,PARTIAL,fix,4-network-vpn,
no_macvrf_soo_global_cmd,no mac-vrf soo [ASN:NN_OR_IP-ADDRESS:NN$soo],bgpd/bgp_evpn_vty.c,BGP_EVPN_NODE,MISSING,add,5-evpn,
no_match_alias_cmd,no match alias [ALIAS_NAME],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_aspath_cmd,no match as-path [AS_PATH_FILTER_NAME],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_community_cmd,no match community [<(1-99)|(100-500)|COMMUNITY_LIST_NAME> [<exact-match$exact|any$any>]],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_ecommunity_cmd,no match extcommunity [<(1-99)|(100-500)|EXTCOMMUNITY_LIST_NAME> [<exact-match$exact|any$any>]],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_evpn_default_route_cmd,no match evpn default-route,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_evpn_rd_cmd,no match evpn rd ASN:NN_OR_IP-ADDRESS:NN,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_evpn_route_type_cmd,no match evpn route-type <ead|1|macip|2|multicast|3|es|4|prefix|5>,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_evpn_vni_cmd,no match evpn vni,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_ip_route_source_cmd,no match ip route-source [ACCESSLIST4_NAME],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_ip_route_source_prefix_list_cmd,no match ip route-source prefix-list [PREFIXLIST_NAME],bgpd/bgp_routemap.c,RMAP_NODE,PARTIAL,fix,8-filter-rmap,
no_match_ipv4_next_hop_cmd,no match ip next-hop address [A.B.C.D],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_ipv6_next_hop_address_cmd,no match ipv6 next-hop address X:X::X:X,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_ipv6_next_hop_old_cmd,no match ipv6 next-hop X:X::X:X,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_lcommunity_cmd,no match large-community [<(1-99)|(100-500)|LCOMMUNITY_LIST_NAME> [<exact-match|any>]],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_local_pref_cmd,no match local-preference [(0-4294967295)],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_mac_address_cmd,no match mac address ACCESSLIST_MAC_NAME,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_origin_cmd,no match origin [<egp|igp|incomplete>],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_peer_cmd,no match peer [<local|A.B.C.D|X:X::X:X|WORD>],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_probability_cmd,no match probability [(0-100)],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_rpki_cmd,no match rpki <valid|invalid|notfound>,bgpd/bgp_rpki.c,RMAP_NODE,PARTIAL,fix,7-bmp-rpki,
no_match_source_protocol_cmd,no match source-protocol [,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_src_peer_cmd,no match src-peer [<A.B.C.D|X:X::X:X|WORD>],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_match_vrl_source_vrf_cmd,no match source-vrf NAME$vrf_name,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_neighbor_activate_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> activate,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_LS_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_activate_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> activate,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_addpath_paths_limit_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor addpath-rx-paths-limit [(1-65535)],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_addpath_tx_all_paths_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> addpath-tx-all-paths,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_addpath_tx_all_paths_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> addpath-tx-all-paths,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_addpath_tx_best_selected_paths_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor addpath-tx-best-selected [(1-6)],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_addpath_tx_bestpath_per_as_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> addpath-tx-bestpath-per-AS,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_addpath_tx_bestpath_per_as_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> addpath-tx-bestpath-per-AS,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_advertise_interval_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> advertisement-interval [(0-600)],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_allowas_in_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor allowas-in [route-map [RMAP_NAME]] [<(1-10)|origin>],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_allowas_in_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor allowas-in [route-map [RMAP_NAME]] [<(1-10)|origin>],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_as_override_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> as-override,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,2-neighbor-session,
no_neighbor_as_override_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> as-override,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_aspath_loop_detection_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor sender-as-path-loop-detection,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_attr_unchanged_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> attribute-unchanged [{as-path|next-hop|med}],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_attr_unchanged_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> attribute-unchanged [{as-path|next-hop|med}],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_bfd_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> bfd [(2-255) (50-60000) (50-60000)],bgpd/bgp_bfd.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_bfd_profile_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> bfd profile [BFDPROF],bgpd/bgp_bfd.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_capability_dynamic_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> capability dynamic,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_capability_enhe_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> capability extended-nexthop,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_capability_orf_prefix_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> capability orf prefix-list <both|send|receive>,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE,PARTIAL,fix,3-af-policy,
